id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,is_canceled
9361,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90,0,1
9362,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,1,4,Offline,0,0,0,87,1,0
9363,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,6,2,Online,0,0,0,12,0,0
9364,1,0,0,1,Meal Plan 1,0,Room_Type 4,23,2018,11,11,Online,0,0,0,130,2,0
9365,2,0,0,2,Meal Plan 1,0,Room_Type 4,48,2017,10,9,Offline,0,0,0,87.3,0,0
9366,2,0,2,4,Meal Plan 2,0,Room_Type 1,327,2017,9,9,Offline,0,0,0,88,1,0
9367,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109,0,1
9368,2,1,0,1,Meal Plan 1,0,Room_Type 1,62,2018,5,7,Online,0,0,0,143.1,0,1
9369,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78,0,0
9370,1,0,0,4,Meal Plan 1,0,Room_Type 4,8,2018,4,5,Online,0,0,0,92.17,1,0
9371,2,1,2,1,Meal Plan 1,0,Room_Type 1,12,2017,12,5,Offline,0,0,0,64,1,0
9372,2,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,84.6,2,1
9373,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2018,2,4,Online,0,0,0,81,0,1
9374,2,0,1,2,Meal Plan 1,0,Room_Type 2,27,2017,12,4,Online,0,0,0,77.87,0,1
9375,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,0
9376,2,0,2,3,Not Selected,0,Room_Type 1,308,2018,12,29,Online,0,0,0,71.91,0,1
9377,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,9,20,Online,0,0,0,143,3,0
9378,2,0,0,2,Not Selected,0,Room_Type 1,64,2018,4,13,Online,0,0,0,94.5,1,0
9379,2,0,1,3,Meal Plan 1,0,Room_Type 1,109,2018,7,11,Online,0,0,0,107.55,1,0
9380,2,0,0,2,Meal Plan 1,0,Room_Type 4,65,2018,9,9,Online,0,0,0,149.4,1,1
9381,2,1,0,3,Meal Plan 1,0,Room_Type 1,56,2018,12,8,Online,0,0,0,109.8,1,0
9382,2,0,2,4,Meal Plan 1,0,Room_Type 1,41,2018,1,7,Online,0,0,0,86.07,1,0
9383,2,0,0,5,Not Selected,0,Room_Type 1,173,2018,11,1,Online,0,0,0,80.1,2,0
9384,2,0,0,2,Meal Plan 2,0,Room_Type 1,104,2017,10,6,Online,0,0,0,114,1,1
9385,2,0,2,0,Not Selected,0,Room_Type 1,0,2018,3,20,Online,0,0,0,109,0,0
9386,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,1
9387,2,0,1,3,Not Selected,0,Room_Type 1,165,2018,7,18,Online,0,0,0,85,1,1
9388,2,0,1,2,Meal Plan 1,0,Room_Type 1,264,2018,7,4,Online,0,0,0,95.4,1,1
9389,2,0,1,1,Not Selected,0,Room_Type 1,175,2018,7,23,Online,0,0,0,85.5,2,0
9390,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,5,11,Online,0,0,0,90.71,0,0
9391,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,1
9392,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,2018,9,1,Online,0,0,0,109.8,1,0
9393,2,0,1,1,Meal Plan 1,0,Room_Type 1,13,2017,10,19,Online,0,0,0,126,2,0
9394,2,0,1,3,Not Selected,0,Room_Type 1,40,2018,12,1,Online,0,0,0,74.8,0,1
9395,2,0,0,4,Not Selected,0,Room_Type 1,167,2018,6,28,Online,0,0,0,62.18,0,1
9396,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,0,0,0,98.1,1,0
9397,3,0,2,3,Meal Plan 1,0,Room_Type 1,166,2018,7,7,Online,0,0,0,121.55,0,1
9398,1,0,1,5,Meal Plan 1,0,Room_Type 1,46,2018,11,7,Online,0,0,0,124.71,0,0
9399,2,0,2,3,Meal Plan 1,0,Room_Type 4,61,2018,9,11,Online,0,0,0,149.4,1,0
9400,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0,0,0
9401,2,1,1,2,Meal Plan 1,0,Room_Type 1,6,2018,7,4,Online,0,0,0,163.67,0,1
9402,2,0,0,5,Not Selected,0,Room_Type 1,6,2018,3,22,Online,0,0,0,88.92,0,0
9403,2,0,1,1,Not Selected,0,Room_Type 1,22,2018,3,21,Online,0,0,0,129,0,1
9404,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,6,2,Online,0,0,0,120,1,0
9405,2,0,1,3,Not Selected,0,Room_Type 1,23,2018,12,1,Online,0,0,0,74.8,1,0
9406,2,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,7,1,Online,0,0,0,166,2,0
9407,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,0
9408,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,2018,4,4,Online,0,0,0,80,0,1
9409,2,1,2,5,Meal Plan 1,0,Room_Type 4,22,2017,9,5,Online,0,0,0,105.65,2,0
9410,1,0,2,1,Meal Plan 1,0,Room_Type 4,1,2017,9,19,Online,0,0,0,170,1,0
9411,2,1,2,1,Meal Plan 1,0,Room_Type 1,68,2018,7,24,Online,0,0,0,121.5,0,1
9412,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,2,25,Online,0,0,0,93,1,0
9413,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,0
9414,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,0,0,0,70,0,0
9415,2,0,2,3,Not Selected,0,Room_Type 1,72,2018,3,18,Online,0,0,0,72.25,1,1
9416,2,0,0,3,Meal Plan 1,0,Room_Type 1,72,2018,9,21,Offline,0,0,0,95,0,0
9417,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,115,1,1
9418,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109,0,0
9419,2,0,0,1,Not Selected,0,Room_Type 4,2,2018,9,22,Online,0,0,0,155.81,0,0
9420,3,0,0,1,Meal Plan 1,0,Room_Type 4,7,2018,5,13,Online,0,0,0,215,2,0
9421,1,0,2,2,Meal Plan 1,1,Room_Type 1,4,2018,2,7,Online,0,0,0,76.22,1,0
9422,2,0,0,3,Meal Plan 1,0,Room_Type 1,164,2018,8,24,Online,0,0,0,76.46,0,1
9423,2,0,0,3,Meal Plan 1,0,Room_Type 1,16,2017,9,9,Online,0,0,0,105,2,0
9424,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,0
9425,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,4,18,Online,0,0,0,95,1,0
9426,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65,0,0
9427,1,0,0,2,Meal Plan 1,0,Room_Type 1,91,2018,9,14,Corporate,1,1,2,65,0,0
9428,1,0,2,4,Meal Plan 1,0,Room_Type 1,63,2017,9,24,Offline,0,0,0,118.43,0,0
9429,1,0,0,2,Meal Plan 1,0,Room_Type 1,266,2018,12,2,Offline,0,0,0,75,0,0
9430,2,0,2,3,Meal Plan 2,0,Room_Type 1,68,2018,9,3,Offline,0,0,0,106.75,0,0
9431,3,0,2,1,Meal Plan 1,0,Room_Type 4,124,2018,7,16,Online,0,0,0,137.7,1,1
9432,1,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,1,29,Online,0,0,0,72.9,0,1
9433,2,0,1,2,Meal Plan 1,0,Room_Type 1,162,2017,8,28,Online,0,0,0,76.5,1,1
9434,3,0,1,0,Meal Plan 1,0,Room_Type 4,71,2018,9,11,Online,0,0,0,168.3,0,0
9435,2,0,4,11,Meal Plan 1,0,Room_Type 4,4,2018,2,25,Online,0,0,0,110.53,1,1
9436,2,0,1,3,Meal Plan 1,0,Room_Type 1,90,2018,10,17,Offline,0,0,0,80.75,0,0
9437,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,0
9438,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115,0,1
9439,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,87,0,0
9440,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2018,11,8,Online,0,0,0,143.28,0,1
9441,2,0,2,4,Meal Plan 2,0,Room_Type 1,157,2018,7,16,Online,0,0,0,107.29,0,1
9442,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,2018,8,29,Offline,0,0,0,72.25,0,0
9443,2,0,0,2,Meal Plan 1,0,Room_Type 2,169,2018,8,18,Online,0,0,0,97.54,2,0
9444,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,0
9445,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101,0,0
9446,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80,0,0
9447,2,0,0,1,Not Selected,0,Room_Type 1,47,2018,3,15,Online,0,0,0,71.1,1,0
9448,2,0,0,1,Not Selected,0,Room_Type 1,9,2018,5,18,Online,0,0,0,129,0,0
9449,3,0,2,3,Meal Plan 1,0,Room_Type 4,17,2018,11,27,Online,0,0,0,138.6,1,1
9450,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,8,28,Offline,0,0,0,80,0,0
9451,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90,0,1
9452,2,0,2,4,Meal Plan 1,0,Room_Type 4,190,2018,9,2,Online,0,0,0,132.6,4,0
9453,2,1,1,1,Meal Plan 1,0,Room_Type 1,128,2017,8,8,Online,0,0,0,76.5,2,0
9454,2,0,2,5,Meal Plan 1,0,Room_Type 4,104,2018,10,11,Online,0,0,0,132.3,0,1
9455,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,90,0,0
9456,2,0,2,5,Meal Plan 1,0,Room_Type 4,85,2018,4,7,Online,0,0,0,97.02,2,0
9457,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,0
9458,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2017,12,4,Offline,0,0,0,55,0,0
9459,2,0,1,5,Meal Plan 1,0,Room_Type 1,32,2018,12,27,Offline,0,0,0,70,1,0
9460,2,0,1,3,Not Selected,0,Room_Type 1,10,2018,11,14,Online,0,0,0,87.5,1,0
9461,2,0,1,4,Meal Plan 1,0,Room_Type 1,11,2018,4,27,Online,0,0,0,135,2,1
9462,2,0,2,1,Meal Plan 1,0,Room_Type 1,84,2018,3,27,Online,0,0,0,90.3,1,1
9463,2,0,1,4,Meal Plan 2,0,Room_Type 1,88,2018,5,9,Offline,0,0,0,105,0,0
9464,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,3,4,Online,0,0,0,107,0,0
9465,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,0
9466,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87,0,0
9467,3,0,1,2,Meal Plan 1,1,Room_Type 4,18,2018,12,23,Online,0,0,0,191,1,0
9468,0,2,0,1,Meal Plan 1,0,Room_Type 2,9,2018,12,10,Complementary,0,0,0,0,1,0
9469,2,0,2,4,Meal Plan 2,0,Room_Type 4,100,2018,5,15,Online,0,0,0,164.9,1,0
9470,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87,0,0
9471,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2017,10,4,Online,0,0,0,107,0,0
9472,2,0,0,3,Meal Plan 1,0,Room_Type 4,75,2018,3,24,Online,0,0,0,114.3,1,0
9473,2,0,0,3,Meal Plan 1,0,Room_Type 1,83,2018,11,24,Online,0,0,0,93.6,1,1
9474,3,0,2,3,Meal Plan 1,0,Room_Type 4,68,2018,10,9,Online,0,0,0,151.2,2,0
9475,2,0,1,3,Not Selected,0,Room_Type 1,212,2018,8,11,Online,0,0,0,80.75,0,1
9476,2,2,2,3,Meal Plan 1,0,Room_Type 6,42,2018,9,4,Online,0,0,0,182.34,1,1
9477,3,0,2,5,Meal Plan 2,0,Room_Type 4,96,2018,7,16,Online,0,0,0,191.57,2,0
9478,2,2,0,3,Meal Plan 1,0,Room_Type 7,15,2018,7,26,Online,0,0,0,225.2,2,0
9479,2,0,0,1,Meal Plan 1,1,Room_Type 1,14,2018,11,25,Corporate,0,0,0,76,0,0
9480,3,0,1,5,Meal Plan 1,0,Room_Type 1,200,2018,9,20,Online,0,0,0,150.45,0,1
9481,2,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,3,17,Online,0,0,0,106.8,0,0
9482,2,0,2,2,Not Selected,0,Room_Type 1,208,2018,7,30,Online,0,0,0,80.75,0,1
9483,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,0
9484,3,0,0,2,Meal Plan 1,0,Room_Type 4,52,2018,7,12,Online,0,0,0,137.7,1,0
9485,2,0,1,1,Meal Plan 2,0,Room_Type 1,7,2018,5,21,Offline,0,0,0,112,1,0
9486,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68,0,0
9487,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,Offline,0,0,0,65,0,0
9488,2,0,0,3,Meal Plan 1,0,Room_Type 4,58,2018,6,1,Online,0,0,0,140.4,0,1
9489,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2018,1,1,Offline,0,0,0,61.5,1,0
9490,2,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,11,25,Online,0,0,0,104,1,0
9491,2,0,1,2,Meal Plan 2,0,Room_Type 1,162,2017,9,4,Offline,0,0,0,85.17,2,0
9492,2,0,2,3,Not Selected,0,Room_Type 2,34,2017,10,15,Online,0,0,0,94.3,0,0
9493,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,2018,5,3,Corporate,0,0,0,110,0,0
9494,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,4,16,Online,0,0,0,89,1,0
9495,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,3,1,Corporate,1,0,13,66,1,0
9496,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,3,6,Online,0,0,0,96,0,0
9497,2,0,0,1,Meal Plan 1,0,Room_Type 4,58,2018,7,8,Offline,0,0,0,87.3,0,0
9498,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,9,14,Online,0,0,0,116.67,2,0
9499,1,0,2,4,Meal Plan 1,0,Room_Type 1,31,2018,5,15,Corporate,0,0,0,95,1,0
9500,1,0,1,2,Meal Plan 1,0,Room_Type 2,8,2018,3,11,Online,0,0,0,103,1,0
9501,3,0,0,3,Meal Plan 1,0,Room_Type 4,81,2018,9,8,Online,0,0,0,168.3,0,1
9502,2,2,2,1,Meal Plan 1,0,Room_Type 6,6,2018,8,28,Online,0,0,0,228,3,0
9503,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,7,23,Online,0,0,0,99.9,0,1
9504,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,1
9505,2,0,1,3,Meal Plan 1,0,Room_Type 4,23,2018,6,2,Online,0,0,0,140.9,0,1
9506,1,0,0,1,Not Selected,0,Room_Type 1,11,2018,5,25,Online,0,0,0,99,0,0
9507,3,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,110,0,0
9508,1,0,2,4,Meal Plan 1,0,Room_Type 1,16,2018,11,20,Corporate,0,0,0,79.75,0,0
9509,1,0,2,0,Meal Plan 1,0,Room_Type 1,23,2018,12,4,Online,0,0,0,96,1,0
9510,2,0,0,4,Meal Plan 1,0,Room_Type 1,333,2018,12,21,Online,0,0,0,73.95,0,1
9511,2,0,1,2,Meal Plan 1,0,Room_Type 1,112,2018,7,18,Online,0,0,0,105.3,0,1
9512,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85,0,0
9513,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75,0,1
9514,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,11,1,Offline,0,0,0,75,0,0
9515,1,0,2,4,Meal Plan 2,0,Room_Type 1,327,2017,9,9,Online,0,0,0,0,0,0
9516,2,0,0,2,Meal Plan 1,0,Room_Type 1,239,2018,10,28,Online,0,0,0,96.3,1,1
9517,2,0,0,1,Not Selected,0,Room_Type 1,68,2018,9,7,Online,0,0,0,87.3,1,1
9518,2,1,1,4,Meal Plan 1,0,Room_Type 1,47,2018,4,25,Online,0,0,0,119.17,0,1
9519,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,8,6,Online,0,0,0,139,1,0
9520,3,0,0,2,Meal Plan 1,0,Room_Type 4,53,2018,5,6,Online,0,0,0,159.3,3,0
9521,2,0,2,3,Meal Plan 1,0,Room_Type 1,8,2017,10,4,Online,0,0,0,133.6,3,0
9522,2,0,0,1,Not Selected,0,Room_Type 1,122,2018,10,4,Online,0,0,0,108,1,1
9523,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,5,23,Online,0,0,0,135.8,1,0
9524,2,2,0,3,Meal Plan 1,1,Room_Type 6,142,2018,8,3,Online,0,0,0,186.3,1,0
9525,2,0,1,4,Meal Plan 1,0,Room_Type 4,39,2018,2,15,Online,0,0,0,98.1,1,0
9526,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90,0,1
9527,2,0,1,3,Meal Plan 2,0,Room_Type 4,28,2018,10,6,Online,0,0,0,205,0,1
9528,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,8,16,Online,0,0,0,168.5,2,0
9529,2,0,2,2,Meal Plan 1,0,Room_Type 1,102,2018,7,8,Offline,0,0,0,72.25,0,0
9530,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,1
9531,2,0,2,5,Meal Plan 1,0,Room_Type 1,119,2018,9,1,Offline,0,0,0,80.75,1,0
9532,2,0,2,2,Meal Plan 1,0,Room_Type 1,74,2018,4,17,Offline,0,0,0,75,0,0
9533,1,0,2,0,Meal Plan 1,0,Room_Type 1,13,2017,9,20,Online,0,0,0,87.78,1,0
9534,2,0,1,3,Meal Plan 1,0,Room_Type 4,22,2018,9,26,Online,0,0,0,94.86,1,0
9535,2,0,1,5,Meal Plan 1,0,Room_Type 1,37,2018,2,15,Online,0,0,0,79.8,1,0
9536,2,0,0,2,Meal Plan 1,0,Room_Type 4,81,2018,8,5,Online,0,0,0,131.4,0,1
9537,2,0,1,3,Meal Plan 1,0,Room_Type 4,65,2018,12,26,Online,0,0,0,105.61,1,0
9538,2,1,2,3,Meal Plan 1,0,Room_Type 4,126,2018,5,15,Online,0,0,0,125.45,2,0
9539,2,0,2,2,Not Selected,0,Room_Type 1,98,2018,8,14,Online,0,0,0,78.35,1,0
9540,2,2,0,1,Meal Plan 1,0,Room_Type 2,0,2018,3,8,Online,0,0,0,83.03,0,0
9541,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,1
9542,2,0,2,1,Meal Plan 1,0,Room_Type 1,29,2018,1,2,Offline,0,0,0,60,0,0
9543,2,0,2,0,Meal Plan 1,0,Room_Type 2,243,2018,6,19,Online,0,0,0,95.58,1,0
9544,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100,0,0
9545,2,1,1,5,Meal Plan 1,0,Room_Type 1,108,2018,7,5,Online,0,0,0,123.25,2,1
9546,2,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,2,6,Online,0,0,0,57,0,1
9547,3,0,1,3,Meal Plan 1,0,Room_Type 1,77,2018,5,16,Offline,0,0,0,105.4,1,0
9548,2,2,2,2,Meal Plan 1,0,Room_Type 6,33,2018,9,2,Online,0,0,0,181.8,1,1
9549,2,0,1,2,Meal Plan 1,0,Room_Type 1,199,2018,3,18,Online,0,0,0,65.45,1,0
9550,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,0
9551,2,0,0,1,Meal Plan 2,0,Room_Type 1,101,2018,10,21,Online,0,0,0,153,2,1
9552,2,0,1,1,Meal Plan 1,0,Room_Type 2,31,2018,3,14,Online,0,0,0,81.9,1,0
9553,2,0,2,2,Meal Plan 1,0,Room_Type 1,12,2017,12,19,Offline,0,0,0,58,1,0
9554,2,0,0,2,Meal Plan 1,1,Room_Type 4,107,2018,8,25,Online,0,0,0,142.2,0,0
9555,2,0,2,5,Meal Plan 1,0,Room_Type 4,31,2018,5,10,Online,0,0,0,140.4,0,0
9556,2,1,0,2,Meal Plan 1,0,Room_Type 1,18,2018,12,30,Online,0,0,0,158,2,0
9557,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65,0,0
9558,2,0,0,2,Meal Plan 1,0,Room_Type 1,169,2018,6,30,Online,0,0,0,96.3,0,1
9559,2,1,3,7,Meal Plan 1,0,Room_Type 1,74,2017,7,27,Online,0,0,0,69.4,0,0
9560,2,0,1,4,Meal Plan 1,0,Room_Type 4,109,2018,11,21,Online,0,0,0,97.75,2,0
9561,2,0,2,3,Meal Plan 1,0,Room_Type 2,26,2017,11,1,Online,0,0,0,85,0,0
9562,2,0,2,1,Not Selected,1,Room_Type 1,62,2018,5,21,Online,0,0,0,126.4,1,0
9563,2,0,1,2,Meal Plan 1,0,Room_Type 4,99,2018,8,8,Online,0,0,0,140.4,2,1
9564,2,0,0,3,Meal Plan 1,0,Room_Type 4,110,2018,10,27,Online,0,0,0,104.4,1,1
9565,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,3,14,Corporate,0,0,0,79,0,0
9566,2,0,1,3,Meal Plan 1,0,Room_Type 1,219,2018,10,3,Online,0,0,0,102.85,0,1
9567,1,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,4,20,Corporate,1,1,1,110,0,0
9568,2,0,3,5,Meal Plan 1,0,Room_Type 1,213,2018,5,29,Offline,0,0,0,80.24,1,0
9569,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,18,Online,0,0,0,66.57,1,0
9570,1,0,1,1,Meal Plan 1,0,Room_Type 4,38,2018,2,22,Online,0,0,0,91.9,1,0
9571,3,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,7,1,Online,0,0,0,187,3,0
9572,1,0,2,5,Not Selected,0,Room_Type 1,97,2018,3,12,Online,0,0,0,58.6,0,0
9573,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,0,0
9574,2,0,1,0,Not Selected,0,Room_Type 1,45,2018,9,18,Online,0,0,0,125.1,3,0
9575,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,9,23,Online,0,0,0,128.8,1,0
9576,2,0,1,1,Not Selected,0,Room_Type 1,231,2018,8,27,Online,0,0,0,94.5,0,1
9577,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,1
9578,2,0,1,0,Meal Plan 1,0,Room_Type 4,120,2018,10,31,Online,0,0,0,104.4,0,0
9579,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,0
9580,2,2,1,2,Meal Plan 1,0,Room_Type 7,27,2018,9,23,Online,0,0,0,234.35,1,0
9581,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,1
9582,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,13,Online,0,0,0,85,0,0
9583,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,0
9584,2,0,1,3,Meal Plan 2,1,Room_Type 1,28,2018,4,11,Online,0,0,0,156.25,2,0
9585,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112,0,0
9586,2,0,0,2,Meal Plan 1,0,Room_Type 4,27,2018,6,28,Online,0,0,0,166,0,1
9587,2,0,1,0,Meal Plan 1,0,Room_Type 1,18,2018,12,11,Offline,0,0,0,80,0,0
9588,1,0,1,0,Meal Plan 1,0,Room_Type 1,8,2018,11,21,Online,0,0,0,103,2,0
9589,1,0,0,1,Meal Plan 2,0,Room_Type 1,62,2018,9,21,Offline,0,0,0,75,0,0
9590,2,0,1,2,Meal Plan 1,0,Room_Type 1,119,2018,4,29,Online,0,0,0,99.3,0,0
9591,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116,0,0
9592,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,25,Online,0,0,0,129.7,0,0
9593,2,0,0,1,Not Selected,0,Room_Type 1,32,2018,11,26,Online,0,0,0,88,0,1
9594,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2018,8,22,Online,0,0,0,96.3,0,1
9595,2,0,2,2,Not Selected,0,Room_Type 1,15,2017,9,11,Online,0,0,0,107.75,1,0
9596,2,0,1,1,Meal Plan 1,0,Room_Type 2,216,2018,7,18,Online,0,0,0,86.63,1,1
9597,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,0
9598,3,0,0,3,Meal Plan 1,0,Room_Type 4,34,2018,12,14,Online,0,0,0,138.6,1,0
9599,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120,0,1
9600,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110,0,1
9601,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2017,12,1,Online,0,0,0,69,2,0
9602,2,0,1,3,Meal Plan 1,0,Room_Type 2,47,2017,10,19,Offline,0,0,0,72.36,1,0
9603,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,2,8,Online,0,0,0,72.9,0,1
9604,2,0,2,1,Not Selected,0,Room_Type 1,86,2018,4,10,Online,0,0,0,94.5,1,1
9605,2,0,2,6,Meal Plan 1,0,Room_Type 4,214,2018,8,18,Online,0,0,0,100.51,1,1
9606,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,12,6,Online,0,0,0,72.38,1,0
9607,2,0,1,3,Meal Plan 1,0,Room_Type 4,182,2018,8,15,Online,0,0,0,112.2,1,1
9608,2,0,0,3,Meal Plan 1,0,Room_Type 1,144,2018,9,22,Online,0,0,0,129.6,1,0
9609,2,0,0,1,Not Selected,0,Room_Type 1,6,2018,9,22,Online,0,0,0,159,3,0
9610,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,6,2,Corporate,0,0,0,100,0,0
9611,2,0,2,1,Not Selected,0,Room_Type 1,0,2017,12,27,Online,0,0,0,91.67,0,0
